id,operations_num,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,index_type,thread_num,throughput,throughput_read,throughput_write,init_table_size,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,pgm,error_bound,table_size,bli_initial_filled_ratio,bli_sbuck_size,bli_dbuck_size
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/books,lippol,9,16827210,0,0,100000000,26957893184,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/books,finedex,9,14129778,0,0,100000000,0,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/fb,buckindex,9,57815446,0,0,100000000,2,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,131072
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/fb,alexol,9,15307994,0,0,100000000,3144647416,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/fb,lippol,9,16742829,0,0,100000000,27809675808,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/fb,finedex,9,10137737,0,0,100000000,0,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/osm,buckindex,9,42514903,0,0,100000000,4,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,131072
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/osm,alexol,9,17583134,0,0,100000000,3137754168,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/osm,lippol,9,15140692,0,0,100000000,35167965312,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/osm,finedex,9,11114337,0,0,100000000,0,9,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/books,buckindex,10,55440287,0,0,100000000,3,10,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,131072
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/books,alexol,10,38659256,0,0,100000000,3074144304,10,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/books,lippol,10,18433530,0,0,100000000,26957893184,10,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/books,finedex,10,16185224,0,0,100000000,0,10,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,0,0,0
2.0241E+13,100000000,0.7,0.3,0,0,0,../datasets/fb,buckindex,10,65529578,0,0,100000000,2,10,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,131072
