id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,index_type,throughput,init_table_size,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,pgm,error_bound,table_size,bli_initial_filled_ratio,bli_sbuck_size,bli_dbuck_size
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,4219171,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,131072
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,4230473,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,262144
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,4250436,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,524288
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,4248331,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,1048576
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,4367921,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,2097152
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,4214447,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,4194304
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,4276454,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,8388608



2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,5057766,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,16777216
2.02401E+13,1,0,0,0,0,../datasets/fb,buckindex,5325677,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,33554432
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3605801,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,16384
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3811627,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,32768
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4238659,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,65536
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4460135,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,131072
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4641024,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,262144
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4765735,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,524288
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5212225,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,1048576
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5307881,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,2097152
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5493976,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,4194304
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5588916,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,8388608



2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,8386720,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,16777216
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,8886296,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,33554432
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3559722,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,16384
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3712861,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,32768
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4237717,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,65536
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4373453,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,131072
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4503155,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,262144
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4587366,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,524288
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5097313,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,1048576
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5207335,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,2097152
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5345317,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,4194304
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5401532,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,8388608



2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,7773905,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,16777216
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,8304758,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,2,33554432
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3380961,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,16384
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3549219,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,32768
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3967580,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,65536
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4228148,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,131072
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4406078,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,262144
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4576384,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,524288
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5010603,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,1048576
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5076280,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,2097152
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5339922,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,4194304
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5438711,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,8388608



2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,6840216,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,16777216
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,6763157,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,4,33554432
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2999392,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,16384
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3058106,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,32768
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3543744,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,65536
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3723544,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,131072
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3850799,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,262144
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4073840,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,524288
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4573036,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,1048576
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4681440,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,2097152
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4818749,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,4194304
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4924805,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,8388608



2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5769286,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,16777216
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5849950,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,8,33554432
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2603176,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,16384
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2715623,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,32768
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3114182,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,65536
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3267060,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,131072
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3429457,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,262144
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3639962,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,524288
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4183356,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,1048576
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4288555,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,2097152
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4447346,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,4194304
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4633953,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,8388608



2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5359749,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,16777216
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5723939,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,16,33554432
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2104090,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,16384
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2186041,100000000,5,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,32768
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2513336,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,65536
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2644982,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,131072
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2752547,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,262144
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,2748534,100000000,4,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,524288
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3400969,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,1048576
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3774295,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,2097152
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,3973536,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,4194304
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,4218732,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,8388608



2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5095864,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,16777216
2.02401E+13,1,0,0,0,0,../datasets/osm,buckindex,5198700,100000000,2,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,32,33554432
2.02401E+13,1,0,0,0,0,../datasets/books,buckindex,5019443,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,16384
2.02401E+13,1,0,0,0,0,../datasets/books,buckindex,5120139,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,32768
2.02401E+13,1,0,0,0,0,../datasets/books,buckindex,5243635,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,65536
2.02401E+13,1,0,0,0,0,../datasets/books,buckindex,5325659,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,131072
2.02401E+13,1,0,0,0,0,../datasets/books,buckindex,5454688,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,262144
2.02401E+13,1,0,0,0,0,../datasets/books,buckindex,5558290,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,524288
2.02401E+13,1,0,0,0,0,../datasets/books,buckindex,5594785,100000000,3,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,4,200000000,0.6,1,1048576
